446	15	-130
441	10	-124
432	3	-118
420	1	-113
407	4	-107
394	5	-102
380	1	-98
364	-7	-96
348	-12	-96
333	-16	-96
313	-17	-96
297	-10	-97
280	-6	-96
266	-9	-96
250	-14	-97
234	-24	-97
220	-28	-97
205	-27	-97
192	-28	-97
176	-33	-97
161	-40	-97
147	-45	-97
132	-44	-97
118	-42	-97
102	-44	-97
87	-48	-97
73	-56	-97
58	-59	-97
43	-57	-97
24	-56	-97
10	-58	-97
-5	-64	-97
-19	-68	-97
-32	-66	-97
-49	-66	-97
-64	-70	-97
-81	-79	-97
-95	-83	-97
-107	-81	-97
-115	-80	-97
-118	-85	-97
-120	-92	-97
-124	-96	-97
-128	-94	-97
-132	-93	-97
-132	-97	-97
-132	-105	-97
-133	-108	-97
-135	-103	-97
-137	-102	-97
-137	-106	-97
-136	-113	-97
-136	-117	-97
-136	-114	-97
-137	-114	-97
-138	-117	-97
-138	-124	-97
-137	-128	-97
-138	-126	-97
-138	-119	-97
-138	-114	-97
-137	-116	-97
-137	-121	-97
-138	-123	-97
-139	-115	-97
-138	-114	-97
-138	-120	-97
-139	-125	-97
-138	-124	-97
-138	-119	-97
-138	-116	-97
-138	-118	-97
-138	-124	-97
-138	-126	-97
-138	-124	-97
-138	-124	-97
-138	-128	-97
-138	-129	-97
-138	-126	-97
-138	-124	-97
-138	-126	-97
-138	-135	-97
-138	-138	-97
-138	-133	-97
-138	-130	-97
-138	-134	-97
-138	-142	-97
-138	-145	-97
-138	-143	-97
-138	-138	-97
-138	-138	-97
-138	-140	-97
-138	-148	-97
-138	-150	-97
-138	-148	-97
-138	-147	-96
-138	-151	-96
-138	-151	-96
-138	-144	-97
-138	-142	-97
-138	-144	-97
-138	-150	-97
-138	-153	-97
-138	-150	-97
-138	-149	-97
-138	-152	-97
-138	-154	-97
-138	-150	-97
-138	-148	-96
-138	-152	-96
-138	-153	-97
-138	-149	-97
-138	-147	-97
-138	-150	-97
-138	-152	-97
-138	-147	-97
-138	-146	-97
-138	-152	-97
-138	-158	-97
-138	-157	-97
-138	-149	-97
-138	-144	-97
-138	-147	-97
-138	-154	-97
-138	-155	-97
-138	-148	-96
-138	-146	-96
-138	-150	-96
-138	-159	-97
-138	-162	-97
-138	-157	-96
-138	-154	-96
-138	-157	-96
-138	-165	-96
