446	12	-140	-100	-174.6	-1575.035763230227	0.0
443	12	-140	-100	-174.0	3.7254885241242093	-0.021697378158569335
436	12	-140	-100	-171.9	26.579873257287705	-0.021251459916432697
430	12	-140	-100	-170.1	39.56144123750236	-0.018273264169692993
424	12	-140	-100	-168.6	30.29603305307561	-0.026383175452550253
416	12	-140	-100	-166.2	39.341578145151836	-0.04044349988301595
408	12	-140	-100	-163.79999999999998	57.55872101001784	-0.032990463574727374
401	12	-140	-100	-162.0	34.53807641633729	-0.04782161712646484
393	12	-140	-100	-159.6	47.85969476536871	-0.05228245258331299
384	12	-140	-100	-156.9	44.097960328029714	-0.07137518326441447
375	12	-140	-100	-154.5	57.2347286187016	-0.05395908057689667
367	12	-140	-100	-151.79999999999998	51.73894736842105	-0.07337315877278645
358	12	-140	-100	-149.1	54.8418410041841	-0.07498836517333984
348	12	-140	-100	-146.1	43.4058159991721	-0.1132240742444992
338	12	-140	-100	-143.1	47.42863604496008	-0.11075118780136108
329	12	-140	-100	-140.4	53.832942585779065	-0.09335594077905018
320	12	-140	-100	-137.4	45.45784020462132	-0.12998918890953062
311	12	-140	-100	-134.7	56.476265709156195	-0.0992341637611389
300	12	-140	-100	-132.0	51.74320256600049	-0.11373474597930909
288	12	-140	-100	-127.8	83.13548533242722	-0.11526031494140623
277	12	-140	-100	-125.1	60.99327193407659	-0.10535998145739238
268	12	-140	-100	-121.8	46.194625335415914	-0.17692203720410665
259	12	-140	-100	-119.1	38.8265613428783	-0.1787597139676412
250	12	-140	-100	-116.1	64.27461076376119	-0.12427146434783935
239	12	-140	-100	-113.39999999999999	53.763937788412235	-0.13820834755897524
229	12	-140	-100	-110.7	35.73066787823716	-0.2145740747451782
220	12	-140	-100	-107.39999999999999	49.29203418803419	-0.19582271575927734
211	12	-140	-100	-104.7	57.5245131205998	-0.14117894371350606
200	12	-140	-100	-101.7	60.367069660333904	-0.15349382162094116
190	12	-140	-100	-99.0	54.575433726578765	-0.156686798731486
181	12	-140	-100	-95.7	49.613248166548374	-0.21574098666508992
172	12	-140	-100	-93.0	64.31666325904723	-0.13926212191581724
161	12	-140	-100	-90.0	60.16962185115051	-0.16897831161816915
151	12	-140	-100	-87.3	58.6834810185617	-0.15912697811921436
142	12	-140	-100	-84.0	54.56682751442899	-0.21323496500651043
133	12	-140	-100	-81.3	63.970066090493134	-0.15155526002248126
122	12	-140	-100	-78.3	65.61391652587447	-0.16704408526420594
111	12	-140	-100	-75.3	65.86739533276798	-0.1691529870033264
103	12	-140	-100	-72.3	51.19375076284633	-0.22104206184546152
94	12	-140	-100	-69.6	58.13579744963962	-0.17777342796325685
83	12	-140	-100	-66.89999999999999	54.157321167254885	-0.1935103098551432
74	12	-140	-45.84698113546045	-63.9	60.89821993785753	-0.1937545229991277
62	12	-140	-100	-60.3	47.46835672249887	-0.3020257631937663
53	12	-140	-100	-57.9	46.12673485098427	-0.20962776740392047
45	12	-140	-15.246187781183137	-55.199999999999996	54.33974779754707	-0.20240708589553832
36	12	-140	-100	-52.5	32.467003818763544	-0.34230907360712687
28	12	-140	100	-49.8	59.002682171996625	-0.19021381040414173
21	12	-140	-50.014287462862185	-47.699999999999996	44.412367640830155	-0.19836347699165344
16	12	-140	-100	-45.9	29.533192508097454	-0.2579301238059997
10	12	-140	-100	-44.4	22.65232231583495	-0.2825777232646942
0	12	-140	-3.0055253598043357	-41.4	41.50146441858624	-0.31094953616460164
-6	12	-140	37.81188318472063	-39.3	42.151388290694	-0.21590003271897631
-11	12	-140	-66.31549974016505	-37.8	33.373945701645496	-0.19613603353500367
-16	12	-140	-100	-36.3	24.444040375783853	-0.26957831978797914
-20	12	-140	-100	-34.8	22.624463287807192	-0.29311622281869254
-27	12	-140	38.282065698712145	-33.3	36.15280650944697	-0.18454653024673462
-32	12	-140	100	-31.2	43.690666666666665	-0.21502494812011722
-36	12	-140	-100	-30.299999999999997	14.614299651567945	-0.27698328097661334
-38	12	-140	-100	-29.4	16.8270239910134	-0.24181093076864876
-42	12	-140	-100	-28.5	21.620123711340206	-0.18914669752120972
-47	12	-140	20.577744256320045	-27.0	28.67312004375171	-0.238851269086202
-52	12	-140	40.9246280014757	-25.2	28.343722124611435	-0.29127555290857954
-55	12	-140	-100	-24.3	13.749111650167182	-0.3015043278535207
-58	12	-140	-90.4858811392232	-23.4	17.333267212166295	-0.2401331275701523
-62	12	-140	-42.80690316404242	-22.2	19.50204119588971	-0.28568234642346696
-68	12	-140	100	-20.7	34.39194463577027	-0.20324324866135915
-71	12	-140	98.32852390812974	-19.5	26.564722275001582	-0.2112241586049398
-72	12	-140	-91.68205707310794	-18.9	12.730844412068233	-0.22108379006385803
-73	12	-140	-100	-18.9	0.0	-0.35858581066131595
-76	12	-140	-59.698460789650454	-18.3	14.336560021875854	-0.19754273891448976
-79	12	-140	81.69286270543442	-17.099999999999998	23.040562513733246	-0.2465699831644694
-82	12	-140	50.812946032994155	-16.2	19.95577124369588	-0.21410890519618989
-83	12	-140	-100	-15.899999999999999	4.5123332472674065	-0.31646291017532346
-84	12	-140	-100	-15.6	6.623561366938286	-0.21614756584167483
-87	12	-140	-41.567359428083876	-15.0	12.335462619845892	-0.23270757198333739
-90	12	-140	44.258741558047866	-13.799999999999999	17.219057002689	-0.33422271609306337
-92	12	-140	83.74354999785677	-12.9	18.965020799421236	-0.2280953645706177
-94	12	-140	-93.63537514864788	-12.6	6.3028641841733535	-0.229249832034111
-94	12	-140	-100	-12.299999999999999	4.914931214699196	-0.29458138048648835
-96	12	-140	-26.1608842751907	-11.7	10.162097204050976	-0.2855108380317688
-100	12	-140	23.289501082734727	-11.1	12.94778045317034	-0.22450222770373027
-103	12	-140	92.14526848362296	-9.9	16.671849908577787	-0.3493246952692668
-103	12	-140	-1.8799321379889018	-9.299999999999999	9.476725637723401	-0.30775690774122877
-102	12	-140	-100	-9.9	-11.720188895408947	-0.24921384453773499
-102	12	-140	-100	-9.9	0.0	-0.3017689645290375
-104	12	-140	-59.926060377139436	-9.6	5.681029391846133	-0.25787580013275146
-106	12	-140	75.37523912480736	-9.0	14.456636680108916	-0.20298251310984294
-108	12	-140	100	-8.1	18.852499101042792	-0.23381073474884032
-108	12	-140	-100	-8.1	0.0	-0.30391671756903327
-108	12	-140	-100	-8.1	0.0	-0.2569336851437886
-109	12	-140	-100	-8.1	0.0	-0.22761656045913697
-113	12	-140	75.47052737659632	-7.199999999999999	12.806253053248657	-0.3459572950998942
-114	12	-140	100	-6.3	18.93932990156236	-0.23419079184532166
-114	12	-140	-26.711353386152602	-6.0	4.469347654668287	-0.33112898568312327
-113	12	-140	-100	-6.6	-14.256157166649672	-0.20781469047069548
-113	12	-140	-99.34241554487384	-6.6	0.0	-0.3241663634777069
-115	12	-140	-6.369846806221741	-6.3	6.099386324637175	-0.24336464703083038
-117	12	-140	43.57568538870526	-5.7	9.065041388402602	-0.327816116809845
-119	12	-140	100	-5.1	14.394124712584508	-0.20663330455621085
-119	12	-140	-6.404285298583115	-4.8	4.672173951788976	-0.3185526371002197
-118	12	-140	-100	-5.1	-4.904586168993662	-0.3036840200424194
-118	12	-140	-77.4559415823418	-5.1	0.0	-0.2986791282892227
-119	12	-140	32.35488056740588	-4.8	7.26060102478881	-0.20546584924062092
-120	12	-140	-6.244826979320774	-4.5	4.403746167737601	-0.33901060819625856
-121	12	-140	-2.53934071889834	-4.2	4.365247075475626	-0.34223912358284
-122	12	-140	40.62472589483643	-3.9	6.946742190864222	-0.2151987959941228
-122	12	-140	-59.17331614829548	-3.9	0.0	-0.22438013553619385
-122	12	-140	-59.55555740011644	-3.9	0.0	-0.2510223507881164
-124	12	-140	39.276977004340125	-3.5999999999999996	6.565705519551673	-0.22810022234916688
-125	12	-140	100	-3.0	12.139457613383115	-0.2468763053417206
-125	12	-140	-47.61782865784261	-3.0	0.0	-0.31896265745162966
-124	12	-140	-100	-3.3	-6.040358305250727	-0.24830664594968158
-125	12	-140	-52.23535071828614	-3.3	0.0	-0.34080394506454464
-127	12	-140	100	-2.6999999999999997	12.650211123175293	-0.23736977577209473
-128	12	-140	100	-2.1	13.194614319869133	-0.22767075300216677
-127	12	-140	-33.72935226008061	-2.1	0.0	-0.2509358525276184
-126	12	-140	-100	-2.6999999999999997	-9.032829392255675	-0.3327830175558726
-126	12	-140	-41.731162198931905	-2.6999999999999997	0.0	-0.20866200526555378
-128	12	-140	57.01307654438461	-2.4	6.601668398023105	-0.2278569628794988
-129	12	-140	100	-1.7999999999999998	9.736081708449396	-0.3091164827346802
-128	12	-140	-100	-2.1	-6.3968765251342115	-0.23530364036560059
-127	12	-140	-100	-2.4	-4.53369652160754	-0.3321118732293447
-130	12	-140	58.84793456391323	-2.1	6.435745412140183	-0.2340443730354309
-132	12	-140	-100	-54.6	-494.4127048277827	0.0
-134	10	-140	-100	-54.3	1.6861252482372142	-0.007495818535486857
-135	6	-140	-100	-53.4	18.58024275715425	-0.004070183634757995
-135	2	-140	-100	-52.199999999999996	21.32227136393676	-0.007047925392786661
-135	-3	-140	-100	-51.0	18.3213384003844	-0.010840425888697306
-135	-8	-140	-100	-49.199999999999996	38.99501673484567	-0.009456336498260498
-135	-16	-140	-100	-47.4	37.170365118752215	-0.01175891955693563
-135	-22	-140	-100	-45.0	36.79940339102016	-0.018221913774808248
-135	-31	-140	-22.617983167348765	-42.9	41.339483540311456	-0.015956967075665792
-135	-37	-140	80.37300065778076	-40.8	46.41770694997787	-0.0157088041305542
-135	-43	-140	53.762564974330154	-38.699999999999996	42.46597818855044	-0.018727409839630126
-135	-46	-140	-100	-37.5	25.25243986874981	-0.01941506564617157
-135	-49	-140	-100	-36.9	13.612124752539513	-0.01928427815437317
-135	-54	-140	-100	-36.0	18.378336692664973	-0.02281898558139801
